Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.711409569,,,,,,,,,,4.342899799,,,,,,,,,,3.314399958,,,,,,,,,3.33949995,,,,,,,,2.900000095,,,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.7,2,1.8,1.8,1.7,2.1,2.1,2,,,,
"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.725663662,,,,,,,,,,5.093599796,,,,,,,,,,4.404799938,,,,,,,,,,4,,,3.883899927,,3.6,3.940000057,,,,3.5,3.4,3.400000095,3.4,3.4,,3.2,3.2,3.1,3.2,3.1,2.9,2.9,2.9,,,,,
Bosnia and Herzegovina,BIH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,4.831099987,4.922800064,4.917900085,4.904699802,4.813700199,4.718100071,4.742000103,4.593500137,4.578199863,4.498300076,4.45909977,4.377999783,,,,,,,3.819999933,3.799999952,3.4,3.2,3.2,3.2,3.1,3,3.3,3.4,3.4,3.3,3.4,3.5,3.5,3.5,,,,,
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.54609966,,,,,13.07129955,13.26049995,13.45629978,13.37290001,13.5795002,13.22640038,13.20470047,12.69069958,12.4762001,12.46389961,12.38000011,12.27000046,12.35999966,12.42000008,12.64000034,12.6,12.6,11.9,11.3,10.7,11.1,11.2,11.2,11.1,11.1,11.5,11.3,11.3,11,,,,,
Belize,BLZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.667765141,,,,,,,,,,5.401400089,,,,,,,,,,,,,,,,3.316800117,,,,2.700000048,,,2.799999952,,2.5,2.130000114,,,,1.9,,,1.299999952,1.3,1.2,1.3,1.2,1.2,1.1,1.2,1.1,1.1,0.9,1.3,,,,
Bermuda,BMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000191,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.845419288,,,,,,,,,,2.321700096,,,,,2.058799982,,,,,,,,,,,,,,,1.317800045,1.411000013,,1.399999976,,,1.669999957,,,,,,,1,1,,1.1,1.1,1.1,1.1,,1.1,1.1,1.1,1.1,,,,
Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.20179534,,,,,,,,,,3.691800117,,,,,4.995100021,,,,,,,,,,,,3.560300112,,,3.345299959,,,3.5,,,3.109999895,,,,,,2.6,,,2.4,,,,2.4,2.4,2.3,2.3,2.3,2.2,,,,
Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.929779053,,,,,,,,,,10.22159958,,,,,,,,,,8.534700394,,,,,,,,,,8.399999619,,,1.26760006,,7.4,7.559999943,,,,,,,7.3,7.3,6.7,6.6,,7.6,6.8,6.6,,6.2,6.2,5.8,,,,
Brunei Darussalam,BRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.902439117,,,,,,,,,,3.507699966,,,,,,,,,,,2.935899973,2.993999958,,,,,,,,,,,,,,,,,,2.599999905,,2.7,,2.6,3,2.79,,2.7,2.6,,2.79,2.7,,,2.7,,,
Bhutan,BTN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705899954,,,,0.846700013,,,,1.614799976,,,,,1.600000024,,1.6,1.6,,,,1.7,,,,,1.8,1.7,,,,,,
Botswana,BWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.122916698,,,,,,,,,,,,,,,,,,,,2.363100052,,,,,,,,,,1.575199962,,,,,,,,,,,,,2.2,,,,2.4,1.8,,1.8,,,,,,,,
Central African Republic,CAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.231421113,,,,,,,,,,1.87559998,,,,,,,,,,1.558599949,,,,,,,,,,0.873199999,,,,,,,,,,,,,,,,1.2,,,,,1,,,,,,,
Canada,CAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.199999809,,,,,,,,,,7,,,,,,6.900000095,6.900000095,6.900000095,6.800000191,6.800000191,6.900000095,6.800000191,6.800000191,6.800000191,6.800000191,6.699999809,6.599999905,6.5,6.300000191,6,5.800000191,5.5,5.400000095,,5,4.599999905,4.400000095,4.199999809,3.900000095,3.4,3.700000048,3.700000048,3.6,,3.4,3.4,,3.4,3.2,2.7,2.7,2.7,,,,,,
Central Europe and the Baltics,CEB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,8.030535522,,,,,8.200663202,,,,,8.119840504,8.038828765,7.672285757,7.642886058,7.630671597,7.2386887,7.268246557,7.023065449,6.797328839,6.616530679,6.697615473,,6.751321662,6.88289858,6.823980198,6.775242274,6.719962427,6.57746075,6.637794326,6.633488299,6.48706825,6.420781507,6.423046605,6.421446661,,,,,
Switzerland,CHE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89999962,,,,,,,,,6.3,6,5.9,5.8,5.7,5.5,5.4,5.4,5.3,5.1,5,4.9,4.8,4.7,,,,,
Channel Islands,CHI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.15384579,,,,,,,,,,11.22500038,,,,,,,,,,10.65120029,10.5951004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.67429018,,,,,,,,,,3.776400089,,,,,,,,,,3.406399965,,,,,,,,,3.176700115,3.158600092,,,3.099999905,,,2.670000076,,,,,,2.599999905,,2.4,2.3,2.3,,,2.1,2,2.1,2.2,2.2,,,,,
China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,1.440000057,1.519999981,1.5,1.450000048,1.450000048,1.539999962,1.580000043,1.710000038,1.769999981,1.850000024,1.919999957,2,2.069999933,2.140000105,2.200000048,2.230000019,2.25,2.25999999,2.289999962,2.329999924,2.369999886,2.400000095,2.480000019,2.539999962,2.559999943,2.579999924,2.599999905,2.619999886,2.630000114,2.630000114,2.609999895,2.549999952,2.549999952,2.529999971,2.519999981,2.519999981,2.519999981,2.450000048,2.2,3,2.45,2.23,,,4.2,3.56,3.8,4.2,,,,,,
Cote d'Ivoire,CIV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.348769546,,,,,,,,,,1.156100035,,,,,,,,,,,,,,,,,,,0.828499973,0.81160003,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,
Cameroon,CMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.00226593,,,,,,,,,,1.75150001,,,,,2.465899944,,,,,,,,,,,,,,2.59829998,2.553299904,,,,,,,,,,,,,,,,1.5,,,,1.3,,,,,,,,
"Congo, Dem. Rep.",COD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.674036503,,,,,,,,,,3.323400021,,,,,3.225300074,,,,,,,,,,,,1.593099952,,,1.426800013,,,,,,,,,,,,,,,1.1,0.8,,,,,,,,,,,,
"Congo, Rep.",COG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.757085085,,,,,,,,,,4.387199879,,,,,,,,,,,,,,,,,,,,3.349999905,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,
Colombia,COL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.575547218,,,,,,,,,,2.097300053,,,,,,,,,,1.564100027,,,,,,,,,1.251099944,1.366700053,,,1.299999952,,,1.460000038,,,,,,,1.100000024,1.2,,1,1,,,,1.4,1.5,1.5,1.5,,,,
Comoros,COM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.124900103,2.761600018,,,,,,,,,,,,,,,,2.2,,,,2.2,,,,,,,,
Cabo Verde,CPV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.408200026,,,,,,,,,,2.1868999,,,,,,,,1.5977,,,,1.583099961,,,,,,,,,,,,,2.1,,,2.1,,2.1,,,,,,,,
Costa Rica,CRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.790777206,,,,,,,,,,3.939599991,,,,,,,,,,3.314399958,,,,,,,,,,2.5,,,,1.793900013,1.779999971,1.75,1.710000038,1.679999948,,,,,1.399999976,1.4,,1.3,1.3,1.2,,1.2,1.2,1.2,1.1,1.1,1.2,,,
Caribbean small states,CSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.055789416,,,,,,,,,,4.997319456,,,,,4.990417228,,,,,,,,,,,,,,,3.622246273,,,2.823387921,,3.090758877,3.478984704,,,,,2.494112321,,2.529515292,,2.441249098,2.5548156,2.182172419,,2.300243065,2.323958896,,2.354622467,2.269344184,,,,,
Cuba,CUB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.366499424,,,,,,,,,,4.632400036,,,,,,,,,,,,,,,,,,,,5.421199799,,,6,,,5.130000114,,,,,,,4.900000095,,4.9,4.9,4.9,6,5.9,5.9,5.1,5.3,5.1,5.2,,,,
Curacao,CUW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.523560047,,,,,,,,,,5.382100105,,,,,,,,,,5.652999878,5.720099926,,,,,,,,5.086400032,,,,,,,,,,,4.5,4.4,4.4,4.3,4.2,3.8,3.7,3.8,3.8,3.7,3.5,3.5,3.5,3.4,,,,,
Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,11.30000019,,,,,11.39999962,,,,,11.30000019,11.10000038,10.69999981,10.39999962,10.19999981,,,,,,7.8,7.8,7.8,7.7,7.6,7.6,7.4,7.3,7.2,7.1,7,6.8,6.7,6.5,,6.5,,,
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.5,,,,,,,,,,11.30000019,,,,,,,,,,11.5,,,,,11,,,,,10.39999962,10.10000038,9.899999619,9.699999809,9.699999809,9.699999809,9.600000382,9.399999619,9.300000191,9.199999809,9.1,9,8.9,8.7,8.6,8.5,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.3,,,,,
Djibouti,DJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.831325531,,,,,,,,,,6.077400208,,,,,,,,,,,3.610500097,,,,,,,,,2.539700031,,,,,,,,,,1.8,1.8,1.8,1.6,1.6,1.6,1.6,,,,1.4,1.4,1.4,1.4,1.4,,,,
Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.543946743,,,,,,,,,,4.444399834,,,,,,,,,,,,,,,,,,,,3,,,2.593899965,,3.6,2.650000095,,,,3.8,3.5,3.900000095,3.9,3.9,3.9,,4,3.8,3.8,3.8,3.8,3.8,,,,,,
Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,8.100000381,,8.399999619,8.300000191,8.5,8.5,8.600000381,8.399999619,8.5,8.199999809,8.100000381,7.800000191,7.699999809,7.400000095,7.099999905,7,6.900000095,6.199999809,6,5.800000191,5.599999905,5.400000095,5.099999905,5,5,4.900000095,4.699999809,4.599999905,4.5,4.300000191,4.3,4.2,4.3,4.1,4,3.9,3.8,3.7,3.6,3.5,3.5,3.1,,3.1,,2.5,,,
Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.328690767,,,,,,,,,,2.639400005,,,,,2.501499891,,,,,,,,,,,,,,,1.881299973,,,2,,,1.5,,,,,,,2.099999905,,2,,1,1,1,1.6,1.7,,1.6,1.6,,,,
Algeria,DZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.187407494,,,,,,,,,,2.842499971,,,,,,,,,,,,,,,,2.488399982,,2.628999949,2.564399958,2.499300003,,,,2.103199959,,,,2.099999905,,,,,,1.7,,,,,,,,,,,1.9,,,
East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,1.440000057,1.519999981,1.5,1.450000048,1.450000048,1.441097258,1.580000043,1.710000038,1.769999981,1.850000024,1.780381361,1.987320281,2.069999933,2.140000105,2.200000048,2.224044603,2.29567033,2.234154644,2.262457124,2.309289329,2.121375067,2.365909022,2.479968487,2.536647151,2.356402254,2.279327008,2.272177388,2.277633272,2.291896009,2.349573276,2.572040105,2.54083409,2.497871878,2.255715435,2.50488069,2.444288973,2.403259633,2.175939777,2.200209444,2.965601666,2.426576439,2.106544292,,,3.876296751,2.996470127,3.55589409,3.647186765,,,,,,
Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.922492389,,,,,,,,,,0.966973676,,,,,0.887256188,,,,,1.037553308,,,,,1.106050219,,,,,,1.090435589,,,,,,,,,,,0.924179005,1.189349579,,1.222220847,,,,,,1.227826541,,,,,,,
East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,2.560778751,,,,,1.916333928,2.128231506,,,,3.325636183,2.43956303,2.382961386,2.411738534,2.45550524,3.28612601,2.396815377,,,2.487566608,2.341790185,2.420828083,2.428772741,3.435000093,3.526958928,3.801206526,3.803579524,3.706682173,3.393196976,3.700667899,3.612760277,3.370617115,3.084909667,3.413656633,4.02467092,3.35802128,3.171698292,,,4.778497786,3.006808568,3.550349865,4.443098566,,,,,,
Europe & Central Asia (excluding high income),ECA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,10.6458862,10.6977969,10.73005395,10.76279462,10.78536339,10.77212244,10.52793566,10.28377951,10.10307271,9.799916703,9.57809621,9.161560283,8.6269721,8.303584228,8.074848879,7.943249515,7.845103461,7.767475299,7.593701831,7.291707991,7.205527971,7.164879477,6.971908943,6.909354064,6.888392065,6.713500678,6.526551114,6.462126654,6.35407014,,,,,
Europe & Central Asia,ECS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,9.156452023,,,,,9.589330053,9.674808657,9.656689442,9.624877273,9.57018649,9.168486607,9.031359883,8.701026123,8.524312125,8.327782664,8.133391409,7.908297972,7.547386228,7.303007356,7.095689283,6.969332622,6.958450899,6.817866338,6.723753025,6.527668818,6.442288896,6.357530584,6.21501424,6.135904422,6.086976582,5.979538789,5.855351585,5.804784748,5.925145132,,,,,
Ecuador,ECU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.870691538,,,,,,,,,,2.349100113,,,,,2.546299934,,,,,1.907199979,,,,,,,,,,1.644099951,,,1.600000024,,,1.549999952,,,,,,1.5,1.7,,,,1.5,1.5,1.5,1.6,1.6,1.5,1.5,,,,,
"Egypt, Arab Rep.",EGY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.146979332,,,,,,,,,,2.180500031,,,,,2.036600113,,,,,2.026299953,2.07220006,,,,,2.085700035,,2.124700069,2.019900084,2.070899963,2.024199963,2.000400066,1.929299951,,,2.099999905,2.099999905,,,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.1,2.1,1.7,1.7,0.5,0.5,0.5,1.6,,,,
Euro area,EMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,9.652186773,,,,,,,,,,9.942849555,,,,,9.075932664,,,,,8.242538279,8.030624054,7.907718642,7.749245844,7.648646884,7.517094492,7.502334247,7.234893047,7.073491768,6.879489007,6.721156753,6.618721851,6.497334169,6.340630592,6.210052084,6.144973814,6.003850445,5.940316305,5.825727096,5.736989756,5.713525758,5.643641137,5.576309931,6.167490443,,,,,
Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,0.7,,,,,,,
Spain,ESP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,4.699999809,,,,,,,,,5.5,5.400000095,5.400000095,5.400000095,5.199999809,5,4.900000095,4.800000191,4.800000191,4.699999809,4.699999809,4.599999905,4.599999905,4.5,4.400000095,4.400000095,4.300000191,4.300000191,4.199999809,4.199999809,4.099999905,3.7,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3,3,,,,,
Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.1850996,,,,,12.27439976,12.26519966,12.13650036,12.02670002,11.93080044,11.61060047,11.28919983,9.681699753,9.622300148,8.561300278,8.350000382,7.900000095,7.710000038,7.579999924,7.53000021,7,6.6,6,5.7,5.7,5.4,5.6,5.5,5.7,5.4,5.2,5.3,5.5,5,,5,,,
Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.294233888,,,,,,,,,,0.2852,,,,,0.285699993,,,,,0.29550001,,,,,,,,,,0.241500005,,,,,,,,,,,,,,0.2,,0.2,,0.2,,,6.3,,,,0.3,,,
European Union,EUU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,9.28148368,,,,,,,,,,9.332275909,,,,,8.69043532,,,,,7.91601006,7.712280489,7.458944904,7.301775743,7.213829148,6.99160422,6.952835081,6.759603687,6.55759472,6.365035403,6.284242041,6.294264462,6.141497746,6.070159706,5.961435918,5.883073924,5.764742712,5.663450961,5.598656254,5.529825841,5.435893323,5.355739752,5.322097233,5.601456773,,,,,
Fragile and conflict affected situations,FCS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.744567006,,,,,,,,,,1.661763786,,,,,,,,,,,,,,,,,,,,1.128480343,,,,,,,,,,,,,,,,0.979214113,,,,,,,,,,,,
Finland,FIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,15.10000038,,,,,,,,,,15.60000038,,,,,14,,,,,12.5,11.19999981,11,10,10,9.300000191,9.199999809,7.900000095,7.800000191,7.599999905,7.5,7.5,7.4,7.2,7.1,7.1,7,6.7,6.5,6.3,5.9,5.5,5.3,4.9,,4.4,,,
Fiji,FJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.04060936,,,,,,,,,,2.909600019,,,,,3.333300114,,,,,2.813899994,2.746099949,,,,,,,,,,,,,,,,,,2.6,,,,,2.1,2.09,,,2.1,2.1,,2.3,,,,,,,
France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,10.5,10.60000038,10.60000038,10.80000019,10.89999962,11.10000038,11.10000038,11.10000038,11,10.80000019,10.69999981,10.5,10.30000019,10.19999981,10.10000038,9.899999619,9.699999809,9.600000382,9.399999619,9.300000191,9.100000382,8.899999619,8.800000191,8.600000382,8.399999619,8.300000191,8.2,8.1,8,7.8,7.6,7.5,7.3,7.3,7.1,6.9,6.6,6.6,6.5,6.5,,,,,
Faroe Islands,FRO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
