,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
17,Burkina Faso,BFA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,6.664060116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17374992,0.0,0.0,0.0,0.0,13.98534012,0.0,0.0,0.0,0.0,0.0,0.0,24.81137085,0.0,26.48290062,26.53412056,33.12532043,0.0,0.0,0.0,0.0,0.0,0.0,43.985828399999995,0.0,0.0,0.0,0.0
18,Bangladesh,BGD,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.15101051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98974991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2562294,0.0,0.0,0.0,0.0,0.0,67.48857117,0.0,0.0,0.0,79.544487,79.36920166,86.92578888,86.48066711,89.53505707,93.53531647,94.37776184,0.0
19,Bulgaria,BGR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.10977173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65106201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Bahrain,BHR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.07742309999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5787735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.25061035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.58233643,0.0,0.0,0.0,0.0,0.0,94.91680145,0.0,0.0
21,"Bahamas, The",BHS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Bosnia and Herzegovina,BIH,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73545837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84362793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1504364,0.0,99.66747284,0.0,0.0,0.0,0.0,0.0
23,Belarus,BLR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.80053711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82820892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84738922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Belize,BLZ,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.01631927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Bermuda,BMU,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Bolivia,BOL,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,75.8401413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.565979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11461639,0.0,0.0,0.0,0.0,0.0,99.14457703,98.87940979,99.08429718,0.0,98.77201843,98.82861328,0.0,0.0,99.40421295,0.0,0.0,0.0
27,Brazil,BRA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.23654938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.71901703,0.0,0.0,0.0,97.903862,0.0,98.36165619,98.55943298,98.53111267,98.69203949,98.31874084,99.07315063,99.02082062,99.22972107,99.25031281,99.34670258,0.0,0.0,0.0
28,Barbados,BRB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.80000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90000153,0.0,0.0,0.0,0.0
29,Brunei Darussalam,BRN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.23892212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08379364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91217041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54605865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Bhutan,BTN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.96425629,0.0,0.0,0.0,0.0,0.0,0.0,84.48773956,0.0,0.0,0.0,0.0,0.0,0.0
31,Botswana,BWA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25187683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.59602356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.40000153,0.0,0.0,0.0,0.0
32,Central African Republic,CAF,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,20.33835983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.85174942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.01934814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97133064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Canada,CAN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Central Europe and the Baltics,CEB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4357605,99.43538666,99.43341827,99.44303894,99.43888092,99.43486786,99.43276978,99.43412781,99.42929840000001,99.42807007,99.42746735,99.42922211,99.42881775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Switzerland,CHE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Channel Islands,CHI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Chile,CHL,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.11653137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.70085907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.18334198,0.0,0.0,0.0,0.0,0.0,99.19580841,98.89002228,0.0,99.60536957,0.0,99.08693695,0.0,99.44055939,0.0,0.0,0.0
38,China,CHN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.09922028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.45469666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.50485992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59304047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Cote d'Ivoire,CIV,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84593964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.84909058,0.0,52.12517166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75008011,0.0,47.03974915,0.0,0.0,0.0,0.0
40,Cameroon,CMR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,59.06317902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.96248627,0.0,0.0,0.0,0.0,0.0,0.0,77.48204803,0.0,0.0,76.42092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Congo, Dem. Rep.",COD,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.09069824,0.0,0.0,0.0,0.0,0.0,53.25022125,0.0,0.0,0.0,0.0,76.65850067,0.0,0.0,0.0,79.71484375,0.0,0.0
42,"Congo, Rep.",COG,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94608307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Colombia,COL,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28144073,0.0,0.0,97.56674194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41068268,98.3748703,98.19490814,98.41899872,98.42687225,98.43472290000001,98.51719666,98.72434235,0.0,0.0,98.97284698,98.91533661,99.02526855,0.0,0.0
44,Comoros,COM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89904022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55761719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.59522247,0.0,0.0,0.0,0.0,0.0,0.0
45,Cabo Verde,CPV,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.41509247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.87999725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.3981781,0.0,0.0,98.73017883,0.0,0.0,0.0
46,Costa Rica,CRI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.53813171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03840637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.25811768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Caribbean small states,CSS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95599365,94.98140717,95.1100235,95.23461151,95.36617279,95.52059937,95.76687622,95.88172913,96.04592896,96.20044708,96.33261108,96.43746948,96.53633881,96.58567047,97.00624847,97.03807831,97.04377747,96.97647095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Cuba,CUB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95368958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89520264,0.0,0.0,0.0,0.0,0.0,0.0
49,Curacao,CUW,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Cayman Islands,CYM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.62332916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Cyprus,CYP,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.66419983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81523895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.83831024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
