9,American Samoa,ASM,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Antigua and Barbuda,ATG,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Australia,AUS,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Austria,AUT,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,95.77809143,95.69354248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.98477936,97.960289,0.0,0.0,0.0,0.0,99.25900269,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,99.82019806,99.87978363,99.58863831,0.0,0.0,0.0
13,Azerbaijan,AZE,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15489197,0.0,98.95530701,0.0,0.0,97.87689972,97.79931641,92.80940247,98.3045578,95.20816040000001,99.86372375,98.11505127,93.59226227,99.91892242,98.44490814,96.66060638,97.50286102,95.62480164,98.86416626,97.58972168,99.90720367,95.09355927,98.84091187,98.38556671,0.0,0.0
14,Burundi,BDI,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,5.260680198999999,37.91619873,51.21295929,46.1264801,43.39723969,65.73149872,46.92470169,62.76359177,71.93567657,0.0,0.0,0.0,0.0,0.0,0.0,81.94445038,59.70566177,63.80860138,0.0,54.6836586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.64102936,54.59595871,66.63356781,57.76184845,65.51741028,0.0,68.45298004,63.89437866,0.0,61.07612991,54.48524857,47.27053833,50.9612999,59.06856155,48.30699921,47.66859055,46.00941849,0.0,0.0
15,Belgium,BEL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,72.26184845,67.47149658,73.53842926,70.46269226,70.50975037,71.24185181,75.3049469,77.08283997,66.01104736,72.02053070000001,74.54357147,77.65550995,79.18868256,79.88140106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Benin,BEN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,63.27045822,56.62976837,34.1974411,0.0,60.23413086,41.05125046,52.02149963,57.89738846,0.0,39.11708832,0.0,55.71120071,36.8769989,45.48535156,34.258331299999995,40.22137070000001,31.58776093,36.06695175,6.589250087999999,0.0,44.68436813,59.47103882,44.23786926,50.43852997,45.92134857,52.6464119,53.83964920000001,0.0,0.0,66.36631775,63.04272079,54.93997955,63.31027985,0.0,0.0,0.0,0.0,0.0,51.35237122,52.95664978,57.77637863,51.53828049,52.32815933,55.74026108,46.34188843,0.0,0.0,0.0
17,Burkina Faso,BFA,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,48.8672905,44.89048004,51.41347122,63.31169891,51.69210815,58.71569824,59.33523178,61.78860855,62.85866928,64.1762085,69.29792786,70.14827728,70.45558167,70.36353302,0.0,71.57965088,67.46630859,68.81249237,64.664711,72.08352661,0.0,0.0,0.0,76.04116821,0.0,0.0,0.0,61.33029938,63.42338181,63.39345169,61.296588899999996,68.55422211,71.31954193,70.16143036,66.18086243,73.842453,70.68112946,71.53862762,66.59944153,0.0,72.7853775,74.57086182,74.63110352,70.70117188,73.92059326,70.98764038,0.0,0.0
18,Bangladesh,BGD,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07555962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.07102966,70.63723755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Bulgaria,BGR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.75879669,95.48387146,94.60040283,96.24266052,81.49403381,96.17031097,92.10061646,90.94998932,91.27324677,0.0,93.43618011,89.23243713,89.21617126,90.50460815,93.25338745,94.71994781,92.82466125,93.64562988,94.25279999,93.2094574,94.60793304,94.34581757,94.1452179,93.54605865,97.10295105,96.45030975,96.37854767,95.7928772,98.20726776,96.15103149,93.41297913,0.0,0.0,0.0
20,Bahrain,BHR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15741729999999,0.0,0.0,88.48081207,84.57263184,91.48423767,0.0,0.0,0.0,81.86062622,93.76538086,90.84082031,90.13952637,81.87599945,0.0,88.10955048,92.83769226,91.27359772,91.94928741,97.41860199,0.0,98.69608307,96.91095734,0.0,0.0,0.0,0.0,0.0,0.0,96.50910187,0.0,0.0,0.0,99.13849640000001,97.76789093,0.0,0.0
21,"Bahamas, The",BHS,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.30101776,0.0,91.96814728,87.41809845,87.71504211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Bosnia and Herzegovina,BIH,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41487885,79.99989319,83.63394928,82.72657776,86.62940979,97.62058258,94.49098206,98.08386993,0.0,0.0
23,Belarus,BLR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.24556732,0.0,97.64058685,98.40392303,0.0,99.18913269,99.44833374,99.10466766,96.16208649,99.31542206,0.0,98.32489014,100.0,99.26262665,100.0,0.0,0.0,99.60740662,99.33757019,98.26328278,98.18112946,98.60099792,99.57917023,97.60823822,0.0,0.0
24,Belize,BLZ,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75460052,0.0,0.0,67.29377747,0.0,0.0,0.0,0.0,73.47402191,0.0,0.0,0.0,0.0,0.0,92.61885071,86.11707306,90.00956726,96.19403076,91.43361664,88.75208282,0.0,91.36707306,93.53085327,99.76551819,0.0,95.41578674,0.0,0.0
25,Bermuda,BMU,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.70548248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Bolivia,BOL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.03228759999999,90.47377014,97.04818726,95.56376648,96.99102020000001,97.37358856,95.61196899,0.0,0.0
27,Brazil,BRA,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,44.18407822,42.92417145,41.61265182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Barbados,BRB,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.42788696,0.0,0.0,0.0,97.70585632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Brunei Darussalam,BRN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,70.85701752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12535858,97.00505066,96.83265686,96.91892242,96.18231964,0.0,96.32723236,0.0,95.10275269,0.0,0.0,0.0,0.0,92.30377197,0.0,0.0
30,Bhutan,BTN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18505955,23.50037003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.70388031,0.0,0.0,0.0,78.36254883,79.00054932,85.82537079,85.23728943,0.0,0.0,0.0,0.0,87.74073029,0.0,0.0,94.85983276,91.69402313,93.42578888,98.69574738,79.40483856,0.0,0.0,0.0,93.10408783,0.0,0.0
31,Botswana,BWA,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,50.49042892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14585114,0.0,76.11894226,0.0,0.0,89.64124298,90.67835999,0.0,0.0,0.0,0.0,0.0,0.0,81.72147369,85.86303711,88.23065948,84.79618073,91.04901886,0.0,0.0,86.8567276,85.5460434,88.05198669,86.1517868,87.54804993,87.58135223,87.90326691,88.86392975,0.0,0.0,94.67682648,0.0,0.0,0.0,95.38522339,0.0,0.0,0.0,0.0,0.0,0.0
32,Central African Republic,CAF,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,19.29125977,0.0,41.89836121,0.0,57.13259888,0.0,0.0,0.0,0.0,28.77709007,42.42213821,27.71306038,0.0,0.0,0.0,12.635939599999999,49.41271973,42.47948837,0.0,25.21099091,14.22774029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69625854,38.86645126,43.91733932,45.35391998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Canada,CAN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.13001251,98.86696625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Central Europe and the Baltics,CEB,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.73216248,94.53105164,95.48056793,95.98017883,95.77153015,96.7714386,94.22966766,97.77362823,95.01113892,93.40927887,97.90435028,97.72640991,97.52333069,97.54910278,97.77380371,98.08547211,97.93628693,97.39855194,96.82817078,96.77345276,97.06981659,98.43932343,97.65833282,97.47055054,97.08601379,97.40341187,97.4888382,97.522789,97.53565979,0.0,0.0
35,Switzerland,CHE,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82614899,55.04251099,55.18725967,40.99264145,55.47771835,55.39477921,54.44493103,54.15887070000001,53.89376831,55.01232147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Channel Islands,CHI,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Chile,CHL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,76.38835907,69.06242371,73.1062088,71.28997803,68.85262299,69.28262329,74.77317047,0.0,0.0,0.0,0.0,0.0,96.1449585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.12664795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.62689972,99.35839844,0.0,99.9510498,99.94735718,100.0,99.90190887,0.0,0.0
38,China,CHN,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.05422211,93.74169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Cote d'Ivoire,CIV,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,66.5112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72975159,0.0,0.0,0.0,0.0,63.74427032,0.0,63.39926147,50.53868866,0.0,64.16777802,61.21733856,59.37340927,63.33942032,0.0,56.44940948,83.96970367,0.0,0.0,0.0,0.0,0.0,66.52548218,0.0,59.37371826,0.0,0.0,79.37660217,71.33351898,69.35620117,80.4575882,80.90077972,0.0,0.0,0.0
40,Cameroon,CMR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,50.713741299999995,53.50098038,57.42361832,55.82577133,51.19895172,0.0,60.78141022,60.13351059,65.80303192,63.78316879,67.08656311,56.56496048,65.79669952,66.49315643,71.78556824,0.0,0.0,0.0,61.51087952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.52476120000001,56.09543991,69.00402832,65.38394928,57.27674866,70.44983673,0.0,0.0,67.07141876,57.400798800000004,41.26155853,0.0,0.0
41,"Congo, Dem. Rep.",COD,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,31.06125069,0.0,0.0,0.0,44.52597046,50.27096939,55.75057983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59447861,0.0,0.0,0.0,40.04285812,0.0,44.06016159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.20507813,0.0,51.13299179,48.51723099,65.84020233,55.0146904,0.0,60.50600052,0.0,0.0,0.0,0.0
42,"Congo, Rep.",COG,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,62.68954849,0.0,67.4384613,67.17812347,74.06880188,71.44251251,0.0,0.0,0.0,0.0,72.45527649,79.21465302,0.0,0.0,0.0,0.0,61.67245865,0.0,58.53662872,0.0,52.22053909,0.0,57.46717834,0.0,0.0,0.0,0.0,0.0,0.0,57.402019499999994,0.0,0.0,0.0,0.0,70.53661346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Colombia,COL,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,34.76551056,39.28186035,43.92515182,39.89902115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.63336945,57.30562973,56.61001968,62.87393188,56.2858696,58.21036148,58.97481155,58.90776062,0.0,0.0,0.0,59.35681152,62.44721985,61.049678799999995,0.0,0.0,0.0,72.19647979999999,69.30149078,0.0,0.0,0.0,0.0,83.64385223,84.75495148,89.2309494,0.0,0.0,85.11060333,87.11273956,87.03929901,71.23882294,86.07684326,90.94905853,92.29720306,93.97798157,0.0,0.0
44,Comoros,COM,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.94173813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62926102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0298233,0.0,0.0,0.0,0.0,0.0
45,Cabo Verde,CPV,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.445429800000001,16.34193039,20.75535965,20.00526047,12.33911037,0.0,28.77755928,36.63996887,37.04278946,45.49687958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26928711,82.86641693,89.22058105,0.0,90.15693665,0.0,86.98532104,0.0,0.0,89.0823822,0.0,93.49265289,92.29163361,89.50740814,91.01212311,0.0,0.0,0.0
46,Costa Rica,CRI,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,72.82643127,74.87204742,77.40007782,70.07604218,0.0,80.80082703,74.18331909,77.10881805,79.70691681,73.1461792,77.53041077,73.42534637,0.0,0.0,78.42421722,81.88871765,77.34541321,80.17133331,77.97836304,0.0,79.21961212,80.40245056,82.48516083,84.75782013,86.02426147,85.24143982,0.0,0.0,0.0,90.24124908,91.50418854,89.90054321,0.0,0.0,86.52100372,91.64701843,85.63593292,95.57874298,95.60909271,90.03188324,92.51380157,89.71234894,89.34403229,91.3585968,94.57961273,96.61313629,0.0,0.0,0.0
47,Caribbean small states,CSS,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,0.0,0.0,0.0,0.0,0.0,80.6307373,80.72312164,81.57997131,82.78574371,83.21476746,83.17910767,86.5736084,86.44844055,84.59987640000001,83.43054962,83.28961945,83.98487091,84.77245331,85.25369263,86.47235107,87.79624939,88.96697235,88.73561859,88.45105743,88.2000885,88.12095642,88.19287109,88.27023315,88.1990509,88.09963989,88.06059265,84.67185974,85.44927979,86.21595764,87.04521179,86.35896301,86.94599915,86.56532288,88.80490112,90.49207306,87.35768890000001,87.94132996,88.77182007,89.01165009,94.20848846,94.4731369,93.94355774,93.42115784,0.0,0.0
