Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79119873,91.3105011,91.8292923,92.34502411,92.85463715,93.35507202,93.84327698,94.316185,94.77072906,95.20387268,95.61405182,96.065547,96.38525391,96.75839996,97.13132477,97.51009369,97.90076447,98.32530212,98.753685,99.18226624,99.56098938,99.82565308,99.95579529,99.99473572,100,100,100,,
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.88565063,97.11223602,97.33831024,97.56132507,97.77822113,97.98593903,98.16995239,98.34786987,98.50772095,98.64764404,98.76785278,99.4,98.5,99.04735565,99.1321106,99.22267914,99.38727699,99.7,99.58003998,99.72540283,99.85575867,99.70578055,99.98661804,99.99848938,100,100,100,,
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96473694,88.18964386,88.41403961,88.63538361,88.8506012,89.05664825,89.25045776,89.42897034,89.58912659,89.72786713,89.84365845,89.94104004,90.02607727,90.10482788,90.18335724,90.26773071,90.98853086,90.47825623,90.61502075,90.77281189,89.91722437,91.68173599,91.3423233,91.55418396,91.77205658,91.8,92.21431732,,
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38216782,57.85351563,59.32434845,60.7921257,64.1,63.70626831,71,67.330431,71.2,70.929888,69.963045,69.258539,63.996855,72.3,76.05091858,68.288209,76.211281,80.156567,84.674991,86.765597,84.29481506,88.335943,90.387375,89.505686,90.038729,91.522822,93.03913116,,
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.475116,89.83562469,88.803833,89.999927,91.4888916,91.728598,92.867095,93.354139,94.193812,94.76296,94.46656799,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.88305664,99.328691,99.519494,99.575151,99.650247,99.710902,100,,
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.481654525,1.834139943,3.678616524,8.184187889,12.68058109,17.16473961,21.63360023,26.08410835,30.51320076,34.91934204,39.3070755,43.68245697,41.1,52.42043686,59.80811164,61.1817894,71.8,70.01350403,74.46164703,73.28291087,83.40899658,91.5,92.40441895,96.91264343,98.42352295,100,,
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.043880463,10.1,10.36972141,12.52932739,14.68281555,16.82712746,18.95920181,21.07597923,23.17440414,25.25141525,27.30547333,24.8,31.36442184,33.38143921,35.39823532,37.42087555,39.45542145,41.50793457,43.1,45.67902756,47.79311371,53.24,52.06333923,54.21347046,56.36960983,58.52875137,60.68839645,,
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.53883028,1.081371188,1.682021976,2.276554585,3,3.435028553,3.992851973,4.532320499,5.050375462,6,6.022170544,6.486515999,6.944578171,7.402419567,7.866103649,7.805169325,8.835249901,9.351327896,9.888433456,9.8,11.01371098,11.59587574,12.18705177,12.78423595,13.38442326,13.98511219,,
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.257427,94.25153351,94.560057,94.94730377,95.28754425,95.6186142,95.617315,96.2409668,97.241124,96.78990936,97.938687,97.25312042,97.46317291,98.782325,97.87049103,98.08879089,99.368108,98.55635071,98.81767273,99.593662,99.38864136,99.588193,99.85822296,99.6,99.99533844,99.714844,100,,
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.21601105,92.65581512,93.09511566,93.53135681,93.96147156,94.38241577,94.79112244,95.18453217,95.5595932,95.9132309,96.243927,96.55620575,96.85614014,97.1497879,97.44321442,97.74249268,98.06681061,98.39870453,98.74991608,99.11564636,99.7,99.74872589,99.91638184,99.98311615,99.99848938,100,100,,
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65949249,37.78728104,38.91461563,40.03924942,36.5,42.2695694,43.36985016,44.45660019,45.52711487,48.2,47.61742401,48.64391708,51.4,50.67906189,51.69551468,58.9,53.74567795,54.78623962,55.83730316,56.8971138,57.96392822,59.03598785,55.8,61.18886185,61.9,64.0861969,64.3,,
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12971687,29,32.55559921,33.76522446,34.96873474,36.16306686,37.34516144,38.51195908,40.7,40.78743744,41,46.2,44.05050659,45.11754227,47.1,47.25702286,49,48.2,50.56917572,51.71525574,52.8793602,53.7,55.24962616,56.44977951,56.8,58.86510086,60.07476807,,
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.582454681,1.183003187,1.911180377,2.633239269,3.346121073,4.046766281,4.732116222,5.399111271,6.044692516,6.7,7.271540165,7.86341238,8.449001312,9.034368515,6,10.22869492,15.2,11.49338341,12.15801525,12.84067059,13.53834534,15.4,14.9667387,13.5,16.41916466,17.14737892,,
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.834693372,1.627603769,3.979705572,6.325689316,8.662495613,10.98706532,13.29633999,15.58725929,17.85676575,20.10331917,22.33146286,24.54726028,26.75677299,28.96606445,33.8,33.40824127,35.65324783,37.92077637,37.1,42.51591492,44.83751297,41.6,49.5137558,51.86239243,60.4,56.56616974,,
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,90.76000977,91.15319824,91.54332733,91.92734528,91.2,92.66477203,93.01207733,93.34102631,93.64855957,95.2,94.19931793,94.45314026,94.70068359,94.94800568,96.8,95.46623993,95.74927521,96.806763,96.057229,96.788995,96.6936,97.032176,97.779418,97.790938,98.186898,99.00445557,,
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2995491,17.76657677,20.23309326,22.69655228,25.15389252,27.6020546,28.9,32.45861053,34.86088562,37.24174881,39.59965897,41.93915939,44.8,46.58718109,48.9078331,51.23432159,53.57271957,55.92908478,58.30796814,60.70788193,63.12582016,65.55877686,69.3,70.45773315,72.91772461,75.38071442,77.84421539,,
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55810165,34.92931366,37.3000145,39.66765976,42.02918625,44.38153458,46.72164536,49.04646301,51.35292435,53.63796997,55.90006638,58.14375305,58.6,62.60014725,64.82498169,67,69.29824066,71.55879211,73.84185791,76.14595795,81.1,80.80522156,83.1543808,85.51255035,87.87672424,90.24390411,92.61158752,,
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47466278,97.63420105,97.79322815,97.94919586,98.09217072,98.23054504,98.35668945,98.46755981,98.56036377,98.63323975,98.686409,98.24978,98.509188,98.695902,98.954779,99.053051,99.147523,99.217998,99.263937,99.409804,98.995734,99.232348,99.503298,99.563517,99.359291,99.409804,100,,
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.93451563,79.97517829,80.79429208,81.86284749,82.3787406,83.15428232,85.82487727,84.63400591,85.29306611,86.45337933,87.15004827,88.75958463,88.62112761,88.93760837,89.50823308,90.10656897,90.03914387,91.26551039,92.31475504,92.36868097,93.11451107,92.67709519,93.6253228,94.67222251,95.55792271,95.56868404,96.01630931,,
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52192688,92.99980164,93.47717285,93.95147705,94.4196701,94.87867737,95.32545471,95.75693512,96.1700592,96.56177521,97,97.28088379,97.61888885,97.9506073,98.28649139,98.62835693,98.97970581,99.33018494,99.6403656,99.85733032,99.96389771,99.99571228,100,100,100,100,100,,
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.60907745,59.36952591,59.1294632,58.88634491,58.63710403,58.37868881,62,57.82208633,57.51778412,57.19207001,56.84339905,56.47632217,49.7,55.71118546,55.32525635,54.94516754,55.5,54.22677231,53.89907837,53.59241486,53.30377197,53.03014755,54.6,52.51594543,52.26935959,52.02577591,51.78269196,,
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03043365,67.54698181,69.06302643,70.57600403,72.08286285,73.58055115,75.06600189,76.5361557,75,79.41833496,80.82576752,82.21479034,87.7,84.96186066,86.33203125,87.70803833,89.09596252,90.50184631,90.9,93.37969208,94.84715271,96.32962799,97.82411957,98.8553009,99.58107758,99.90296936,100,,
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.59869385,78.2,81.42847443,82.34005737,83.24551392,84.14179993,85.02584076,85.89459229,86.74498749,91,88.764932,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,100,,
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27137756,98.37776947,98.48365784,98.58647919,98.68318939,98.77071381,98.8460083,98.90600586,98.94764709,98.96788025,98.96515656,98.94402313,98.91053772,98.87077332,98.83078766,98.79664612,98.77441406,98.7701416,99.3,98.82767487,98.88497162,98.95729828,98.76466047,99.13498688,99.23434448,99.33670807,99.43956757,,
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.59916773,81.60168426,83.88937622,83.24598375,84.53589534,85.45995377,86.57578863,87.74910858,88.50377757,89.18371984,89.72648209,90.28895373,90.87793322,91.20871949,91.7333289,91.94867203,93.03063998,93.18554757,93.85270715,94.43162676,94.99733022,95.35698882,95.81166173,96.05724223,96.2182035,96.53323788,96.58073219,,
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.07929931,53.12009397,55.65209793,57.10697435,57.7000468,59.21026912,60.826469,62.58991925,63.8562823,66.35376968,66.81582573,65.51125754,68.99184806,70.1484666,71.04468721,72.46381099,74.01125663,75.26805748,76.51359301,78.68237985,79.45510366,76.45053687,82.26449485,82.58564055,83.53442435,86.97261487,86.75162746,,
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11540942,83.19146009,85.26959686,84.66997737,85.84456391,86.99880135,87.99043637,89.03311269,89.7023361,90.30522617,90.78689416,91.28777595,91.81259001,92.10568788,92.57293071,92.76251847,93.73286279,93.8699884,94.46920065,94.98856199,95.49618419,95.81828051,96.22628214,96.44600084,96.58974358,96.87261051,96.91421422,,
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.58969947,97.72601847,97.86350296,98.00159972,98.1383022,98.32804269,98.42023606,98.52732137,98.64518423,98.63564057,98.86701968,98.96110723,99.08011363,99.14737942,99.21675803,99.34580327,99.42312642,99.54929976,99.66024489,99.79522028,99.49292399,99.94051215,99.9503679,99.98824315,99.99013533,99.99823151,99.99994264,,
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8977866,98.9591466,99.02193754,99.08539203,99.14856083,99.15531451,99.27851303,99.32783511,99.38207251,99.37850679,99.4843567,99.52807154,99.5832324,99.61455661,99.64664227,99.70543825,99.740681,99.79775841,99.84773591,99.9081976,99.77240105,99.97321801,99.9776217,99.99469172,99.99554056,99.99919943,99.999974,,
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.94174957,89.42610168,89.90994263,90.39072418,90.86538696,89.830167,91.78411865,92.22207642,92.726642,93.071434,93.41509247,93.77191162,94.11639404,94.973044,94.79255676,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,99.93681335,,
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.95646667,94.31864929,93.4,95.03894043,95.39144135,95.5,96.0658493,96.38163757,96.67906952,96.95509338,97.7,97.44282532,97.66513062,98.8,98.10134888,99.4,99.04,98.81959534,99.8,99.3794632,99.64969635,99.8531723,99.7,99.9950943,99.8,100,100,,
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8409462,19.01162148,20.18178749,21.34889221,22.50988197,22.9,24.80126762,25.92554474,27.03146935,28.11598015,29.17753792,30.22068596,32.2,32.27600479,33.30030441,34.33044434,35.37248611,36.43249893,37.51503372,38.61859512,39.74018097,40.87678528,42.02540588,43.1830368,44.34667587,45.51332092,46.68046188,,
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.027324773,0.157241911,0.598653972,1.11878562,2.780768871,4.427456856,6.055789948,7.662709236,12.7,10.81223297,12.36544323,13.91236973,15.45907593,14,18.57607841,20.15850067,21.76344299,23.38941193,25.0334053,23,28.36344719,30.04348755,27.2,33.41859055,42.9,,
