"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","579.32713722","627.441935","628.01124101","688.13327405","682.60593559","817.79163007","956.07009568","1070.2691717","1133.72968852","919.22168876","1025.919862","1060.58226645","998.63412676","1047.91325054","1193.9034635","1012.12160864","976.3886597","","",
"Australia","AUS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2147.53858601","2269.45578537","2428.973537","2548.36353329","2747.11581132","2833.41719795","3007.78029552","3177.69403912","3295.70109483","3555.06869396","3596.37991129","3770.49647841","3792.06619614","4179.08864884","4305.78143069","4423.48042444","4529.88708182","","",
"Austria","AUT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2706.79731239","2764.05956347","2935.81871451","3073.28467362","3289.25224729","3381.65980873","3592.60384293","3759.95410164","4024.80257882","4188.49746046","4303.68712685","4465.65936622","4750.58155035","4945.44974249","5082.53705614","5194.06565217","5295.1817721","","",
"Azerbaijan","AZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.29593713","144.04412847","161.36643596","291.85366287","400.82459088","521.26452528","555.32332088","578.8759756","547.97712258","804.8156457","769.39243445","731.56275535","808.30880435","884.44099395","982.59218532","1220.14771263","1193.05883013","","",
"Burundi","BDI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.91669343","39.0102965","40.65328958","38.73557744","49.2708221","54.30778421","67.35785763","74.54211018","67.37743226","77.70989876","84.60976803","72.96622383","64.64938486","63.76696377","43.30175016","38.13249141","50.25423113","","",
"Belgium","BEL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2225.13044879","2354.43207859","2524.57858782","2813.86701999","2926.74222741","2998.06135813","3147.55095414","3289.82679438","3550.14874501","3814.10030235","3965.672809","4143.99972789","4300.80584411","4487.7190024","4623.64891595","4604.54395382","4667.88228695","","",
"Benin","BEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.87373611","61.09458574","59.10136265","60.40756299","63.68171538","62.02448714","65.30399935","67.22420381","65.1510334","68.38219402","72.87557651","76.87787084","88.1992013","78.21596287","76.84985041","84.47116607","83.47636765","","",
"Burkina Faso","BFA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.28363904","29.56552475","31.07485245","35.11216204","49.11584213","50.10642226","60.55804038","74.25167406","69.98747121","77.01776556","82.18229471","76.60246618","75.81807732","99.37187767","93.67117725","99.02623501","115.60433137","","",
"Bangladesh","BGD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.61859734","28.5975474","32.37300016","34.47801294","37.4020307","41.77014433","46.31398115","51.7996813","53.83967657","58.00287523","64.1650749","70.98592192","75.75353212","77.89919804","83.18020527","88.04646301","90.59840433","","",
"Bulgaria","BGR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373.42960001","469.72481647","549.13567822","602.95981418","631.39798949","706.36418008","740.99230122","785.4869229","898.33722547","932.54061541","1058.47456375","1115.26050243","1227.33127989","1301.96093374","1485.73174285","1481.01460901","1577.94276162","","",
"Bahrain","BHR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1269.05683531","1340.61844949","1363.65382595","1445.97061084","1299.0224855","1221.82147626","1199.21241063","1330.76163813","1332.03277145","1598.64411068","1527.62880208","1436.9738355","1712.74989412","1903.86405671","2035.264474","2326.8212774","1866.29732036","","",
"Bahamas, The","BHS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1045.80916372","1073.37355757","1130.38892822","1174.2367824","1270.8371074","1325.75162588","1590.32829931","1667.95981754","1701.87604249","1657.24373558","1695.86524278","1750.17860346","1417.65364043","1400.84889498","1379.43786003","1344.1155412","1435.56751295","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.15407675","347.2287717","368.33422573","435.7079512","536.43030635","569.07631406","655.58484877","755.48221803","854.36772697","811.67928256","839.47090536","908.08861902","965.17036057","1025.66506409","1065.30970276","1077.5021714","1123.4254254","","",
"Belarus","BLR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.38945367","383.0195708","405.29985867","457.16262788","523.73752714","629.44897376","658.43070683","752.66334869","788.91920405","812.82952471","901.52179251","837.2218003","933.34221766","1039.27715136","1017.37368306","1113.25880532","1151.40884919","","",
"Belize","BLZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.42907503","243.05183559","230.47767211","276.08519738","277.94096823","295.48322863","306.5176655","340.06500955","354.78351794","401.42601297","444.77866244","437.90251771","432.22293216","468.09122598","475.99113937","515.53925675","541.43432741","","",
"Bermuda","BMU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.71211836","170.04253532","176.21763695","192.5751257","189.43092523","207.45974065","203.53729245","216.30447332","225.98478948","259.58829799","270.04615125","283.48383271","302.39106147","348.23507749","384.95996189","446.68589944","496.30618855","","",
"Brazil","BRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","591.38388294","620.25061942","777.87603893","759.59274348","837.51633943","902.62155619","966.79501919","1034.28405692","1075.82626636","1115.30464106","1384.37245028","1464.73799372","1545.77642141","1634.55474346","1751.74479635","1788.71788542","1777.47047654","","",
"Barbados","BRB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641.49061399","661.70638676","716.27888151","848.69450803","964.95306743","954.88323498","1021.17456549","1016.86156769","1114.32025377","1148.37758558","1109.03856214","1135.63588644","1290.94896941","1308.45064258","1248.23596888","1258.89982661","1322.9855087","","",
"Brunei Darussalam","BRN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1836.08896281","1889.43188255","1944.74435798","2057.30555084","2047.48951668","1828.51558133","1656.80451765","1712.74578987","1635.69704094","2040.80237777","1798.08082846","1536.66637378","1545.57640896","1553.33855609","1534.50046397","1896.28120319","1812.41364645","","",
"Bhutan","BTN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.62377959","137.50748041","136.79671009","134.27322646","159.23508166","152.28443742","175.46506461","188.43266992","168.76519044","185.68863268","201.49306339","206.23484515","236.89466634","255.01951699","253.24174672","287.31702071","293.1100222","","",
"Botswana","BWA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480.0484422","548.89135249","419.78105539","538.79910451","603.94736477","542.7887845","567.77372212","652.1119039","756.08368646","816.15310601","784.27455352","856.51499956","923.6518431","869.9269767","889.45080757","976.39405165","931.30471441","","",
"Central African Republic","CAF","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.28556197","27.15786756","31.11647046","29.82675723","29.4993116","34.61981917","34.39593096","38.81434447","33.51403762","36.60838971","32.55735154","34.58017531","37.08251037","29.9568045","30.76696928","42.08366354","29.9077719","","",
"Canada","CAN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2417.95884903","2607.78373317","2745.73736381","2915.2299534","3075.14367898","3277.81669356","3491.38151994","3652.67333248","3794.12927165","4082.16495169","4204.98389496","4228.13780593","4297.28207018","4455.62351112","4529.35560899","4617.7343333","4718.29681786","","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562.670301798269","630.376617487007","706.921679591198","778.924567888059","843.674525275891","900.111449140887","979.658181196076","1078.32476541693","1242.30299239727","1327.24479373036","1397.45824428899","1425.85128453315","1480.11677197968","1590.75177002998","1631.51364357686","1680.83216941945","1779.37552861779","","",
"Switzerland","CHE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3528.69234598","3779.53398838","4029.76914525","4138.4266324","4326.70363467","4403.75246354","4623.08184283","5009.85584424","5376.24894835","5625.28603376","5711.54242715","6082.64955574","6430.86154977","6843.09006763","7158.10977416","7611.30984866","7867.39450543","","",
"Channel Islands","CHI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","673.40561599","714.6873013","751.54135235","796.30896381","816.49616662","841.69065094","951.97668791","1048.07016104","1115.63747671","1169.77705209","1237.45756638","1383.99822594","1517.94280601","1680.93752411","1793.68372824","1891.21277201","2002.00838398","","",
"China","CHN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.49947798","134.38818847","152.81642487","172.24484053","188.10772962","210.16618355","229.24305248","248.92203979","292.06179328","357.17688855","384.19622271","438.56318701","507.78699427","573.47886788","632.75519032","703.49509727","761.48785586","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.52348863","113.64471761","102.75270524","105.36818905","120.83086696","127.86605041","142.35149378","157.00298784","157.15326378","162.55732531","162.01350064","151.85838247","164.74631645","151.24673081","162.28706404","181.66232354","162.6449615","","",
"Cameroon","CMR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.18864291","89.80587802","96.33925691","101.54560967","99.53297852","104.34311237","107.2601916","113.97190744","123.73793665","122.00989719","129.28776373","100.91323596","139.75156063","144.47409874","152.67854248","164.5964636","169.28882146","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59557302","11.15298091","11.10097578","16.63085425","20.44561123","20.87681569","22.8765706","24.07130495","29.20597964","26.45019524","24.13578014","22.27400184","23.79593922","25.2625461","30.39708591","32.28092372","34.48820942","","",
"Congo, Rep.","COG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.15283046","87.13896261","71.11416244","80.21570255","82.44774138","79.21946457","79.76023204","86.82559153","99.55328803","102.94436459","102.93104312","99.02711539","132.61888521","136.30310761","145.24804822","201.49793181","263.28980735","","",
"Colombia","COL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.67425332","375.40663063","371.66467126","411.60449565","400.17744215","455.96595799","517.56354099","560.06600648","611.36163088","656.20074625","668.13310715","666.35640597","685.47134815","739.39342207","777.75176507","832.68954244","829.80292211","","",
"Comoros","COM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.41195723","131.18952439","135.69958684","130.53329044","128.52372483","131.56446847","130.48645668","128.57166814","124.46925272","120.02568352","120.82038193","134.01780739","120.13973803","123.01806519","121.3009542","120.43907607","115.84633521","","",
"Cabo Verde","CPV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.31621449","161.92792035","170.07193948","168.17710298","184.10175087","198.22942852","227.67258631","222.35832485","204.60233746","218.16273582","255.5708664","257.96250124","310.21155441","323.76785847","329.95930626","339.55239409","347.64124992","","",
"Costa Rica","CRI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516.23077572","529.10365089","579.43140537","615.52737512","618.61340191","657.26388621","745.60521062","823.88899836","926.5465869","960.10491303","1033.40557534","1083.47801383","1095.53386492","1115.17629328","1181.23300169","1233.47479169","1248.54792795","","",
"Caribbean small states","CSS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","457.841916298548","448.911550286604","493.199032902372","509.211868988491","576.663926590531","590.696014193292","626.368078211216","677.046738346259","676.953305977885","761.840108140056","758.214360598519","755.025883666531","763.449788869016","813.907521350074","843.951725404545","925.732009854056","950.79756327712","","",
"Cuba","CUB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546.62974474","637.64861739","709.81416221","755.35479349","746.625588","1067.13888229","1287.35991373","1834.03686902","1962.31115666","2174.4793939","2022.1487391","2148.0035962","1867.26292833","2203.53435458","2674.96648943","3135.22418635","2457.66804544","","",
"Curacao","CUW","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1136.59711127","1229.90350172","1330.56624953","1349.73996231","1379.96515063","1478.57163835","1606.79720516","1725.73851356","2123.97004732","2220.86734232","2114.45632734","2216.8359716","2138.53134016","2104.33717045","2048.66889597","2147.98297097","2270.83174445","","",
"Czech Republic","CZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923.49613358","1032.84792861","1127.0559125","1273.35739728","1328.82887187","1402.73720422","1475.47980787","1578.24842574","1777.90514414","2015.93348269","1920.94515267","2010.95741897","2042.60465146","2379.50742815","2472.17556075","2425.84898192","2484.63352906","","",
"Germany","DEU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2683.87505835","2814.29783164","2966.56136354","3098.19410235","3166.23124573","3267.62874834","3460.88540264","3630.83916947","3856.73603906","4119.80202926","4315.03642126","4577.56358043","4696.39860395","4944.61239573","5173.84318088","5328.89937894","5463.33065234","","",
"Djibouti","DJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.27892062","68.64195588","89.72631697","103.00480164","89.63720989","91.1160028","104.60337213","108.7767755","106.19178329","109.41237317","108.00459509","128.1900245","131.48089514","122.02765832","130.64317176","146.69876961","122.07560573","","",
"Dominica","DMA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.89747185","345.07033944","349.4655229","375.00223067","386.67512116","405.97406624","437.18518518","488.32903784","543.78820692","565.48534967","559.54218272","579.0516686","596.83530301","562.3944507","598.11287259","577.61884232","580.65767054","","",
"Denmark","DNK","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2326.69758915","2494.52686642","2670.24315989","2744.50367034","2969.07053144","3109.04909824","3426.18983943","3642.81991692","3938.90770288","4314.30923923","4457.95257247","4516.29802947","4597.62307876","4762.36109051","4886.55136274","5021.7686948","5092.98030894","","",
"Dominican Republic","DOM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.27895952","324.88625457","351.46640567","306.17016292","310.4972876","361.4879983","372.11969175","406.91302558","474.30632972","512.40686613","608.39224155","642.05764979","689.20878947","717.06691495","788.49112377","860.58145566","936.82158997","","",
"Algeria","DZA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282.38499577","323.02360919","332.41134529","346.46057042","360.66784078","354.95766412","380.22683791","452.59795088","511.04406849","656.10706614","645.28782782","684.26534475","804.33316009","827.84878639","929.95954877","1020.54641371","998.15375388","","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.41820734772","132.571804838927","146.197350538361","164.958882530074","178.769605873573","201.559574542785","220.524251305448","241.17236073583","273.420502718717","322.536973618342","347.926723727234","390.393038319783","445.160014227539","496.408216794213","547.594300814485","600.455786398032","647.550023036403","","",
"Early-demographic dividend","EAR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.466849344207","193.687071650094","192.341946426686","203.507680533196","213.3744229956","232.32985013444","249.910062425984","269.524729372002","277.798702508779","304.531645347271","314.264434283427","327.660641015067","342.56561609344","368.8604680522","395.286752046795","418.905063028324","433.047564855156","","",
"East Asia & Pacific","EAS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.052284989867","295.804896511779","314.946459678741","340.776996045491","363.50324279462","395.393158237812","425.475050697254","457.37882441781","499.261683453762","557.730402083457","596.399320968807","672.240645935599","735.98620695115","799.247525437115","852.055039601616","915.846531577339","975.353144827346","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.154472021539","345.229126684402","386.152816933381","424.605577425856","459.995365730944","518.103679972861","611.667620360523","669.62503448979","775.887122647202","833.293276523991","822.975074911967","854.634292334088","920.877393320022","973.779399620058","996.811755005919","998.804461092732","1027.41309276666","","",
"Europe & Central Asia","ECS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185.63850029823","1276.82285043876","1377.4150551085","1453.46645401464","1535.46481537071","1630.992949634","1785.32633709375","1889.54766425012","2057.48528742284","2173.23734641727","2214.76149446708","2298.5283770586","2369.90239876558","2514.08449010642","2579.76534349102","2625.66078112364","2698.1728163528","","",
"Ecuador","ECU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.13549033","228.77034537","283.54642819","355.62134077","397.99339276","427.54486997","461.2608855","490.66739235","518.85299883","572.35559182","652.59276913","780.77592331","891.41587073","944.78199312","990.06367852","983.06236249","942.8866596","","",
"Egypt, Arab Rep.","EGY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","303.10811914","345.60411848","359.69009656","352.14120198","343.66692117","368.74030874","392.42784331","389.2013578","419.81184669","426.12775123","421.76592975","450.06451873","455.45814685","472.69583734","488.30575192","496.97821179","516.34315446","","",
"Euro area","EMU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2150.12214228489","2285.86697878521","2432.64204164704","2529.62965634834","2641.95721428471","2783.85649436065","3002.52439023825","3145.98689068724","3370.71100085339","3541.17234217947","3631.7125897762","3756.76787137725","3831.12714342426","3977.42959746863","4079.60148767321","4152.16416311359","4272.50792470842","","",
"Eritrea","ERI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.04663208","66.50362228","77.06417962","79.22687365","76.44098556","77.04547153","76.6749499","60.17627743","51.7988059","59.49316057","47.8200536","63.54467075","47.31835421","48.4406607","49.59230973","50.63569127","55.33103421","","",
"Spain","ESP","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471.07262696","1562.43396206","1673.40286492","1902.860073","2012.97361849","2144.07853611","2411.12651029","2579.31026386","2791.10722399","2918.82079195","2888.51093985","2920.11107356","2900.33961246","2935.8349046","3039.95998422","3175.13388298","3259.8027752","","",
