Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Costa Rica,CRI,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,69.59626007,69.46556854,74.14079285,66.89102173,,73.56398773,68.7351532,70.29950714,71.80806732,67.50704193,72.13478851,67.59329224,,,73.42008209,79.46174622,74.66378021,77.46279907,76.97831726,,75.23291779,78.37564087,79.21994019,81.65714264,82.2370224,80.96286774,,,,87.05013275,89.51557159,87.04184723,,,80.89766693,89.33455658,82.1262207,92.20781708,92.90569305,87.63152313,89.65316772,87.28424835,86.19461823,89.43405914,93.19146729,92.36495972,,,
Caribbean small states,CSS,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,74.2736969,74.30130005,75.1973114,75.90660095,78.75164795,78.07086945,80.63481903,79.60253143,77.81178284,76.59063721,75.81004333,75.28016663,75.04393005,74.46540833,75.59145355,77.12265015,78.33796692,78.46956635,78.65357971,78.76320648,79.0170517,79.38464355,79.7168808,79.95559692,80.19857025,80.56028748,77.7120285,78.88204956,79.87290192,81.00589752,80.61296844,81.4359436,81.63381958,84.31352234,85.78945923,84.29842377,84.42655182,86.84474945,87.91442871,89.85826874,90.59046936,90.37014771,89.94676971,,
Cuba,CUB,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,56.63341141,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75125122,95.57756042,96.34326935,96.31498718,96.94676208,95.94193268,95.90148163,96.50994873,95.19647217,95.51863098,96.16171265,94.04937744,95.42169189,94.70005035,95.85516357,94.40712738,94.69200897,95.77401733,,
Curacao,CUW,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,95.77306366,98.09719849,97.02928925,63.2939415,94.70143127,99.20469666,99.14305878,98.65596771,98.49594116,99.85198975,96.41575623,99.90547943,98.60723877,98.63095856,98.59654999,98.55892944,99.59738159,99.69875336,98.32167053,,99.35993195,98.72921753,98.91178894,98.98368073,,,,,93.63432312,98.87568665,,97.32097626,99.97485352,98.56015015,97.69907379,98.98538208,93.86824036,,,,,92.88577271,89.9588089,98.16879272,,,,
Czech Republic,CZE,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0297699,98.42437744,98.58666992,97.27474213,98.25087738,98.16568756,99.53317261,97.92301178,98.81172943,99.38407135,98.50695038,99.12507629,99.12696838,99.00195313,99.19316101,99.36269379,99.46962738,,,
Germany,DEU,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.92098236,98.7978363,98.66280365,98.63728333,,,98.78044128,98.36425018,98.48535156,97.85021973,98.65859222,98.3408432,97.54728699,96.79353333,95.19339752,,95.74249268,96.29566956,,96.68785858,,,,,,
Djibouti,DJI,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.34571075,,,,,,
Dominica,DMA,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.87809753,82.58828735,,,85.60040283,89.33881378,,85.8193512,85.29264832,90.08746338,,,81.12171936,,,,
Denmark,DNK,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,94.84671783,95.68399048,96.51744843,,,,,,,,99.06044769,98.60128021,99.18940735,97.77709961,99.6971817,98.80470276,98.98892212,98.77044678,98.27131653,98.92015839,93.35605621,99.65003204,,,,,,99.85067749,99.8759079,99.88961792,,,,91.1940918,,,96.55259705,99.42669678,98.61974335,,,97.94364166,99.47242737,99.61342621,,,,
Dominican Republic,DOM,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.00886154,66.2787323,,,,,,,,,,,,76.03085327,,76.65522766,,81.73789978,77.39884949,,
Algeria,DZA,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,71.18128204,75.43086243,74.34880829,76.38237762,73.34609985,75.02702332,75.08522797,77.13922882,79.56884766,78.68934631,80.96356201,85.74771881,88.22483063,95.40249634,92.80284119,92.88923645,90.18961334,92.24754333,92.22590637,91.09985352,89.05467224,90.251297,88.8347702,89.72738647,89.3067627,,91.21778107,89.88703156,93.75427246,91.56762695,93.5414505,91.64277649,91.43611145,89.76313782,89.54049683,91.34348297,,93.155159,94.01055145,91.1180191,94.84867859,92.34755707,93.01003265,93.15711975,93.78279114,,
East Asia & Pacific (excluding high income),EAP,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.40435028,85.71408844,86.50048828,87.16693115,87.72286224,88.32176208,89.44863129,90.51077271,87.89637756,85.11669159,82.34989166,79.20307922,82.22895813,85.26197052,87.88262177,88.27449036,88.38511658,85.61096191,81.09538269,76.59275055,88.8705368,91.36440277,93.16477203,,
Early-demographic dividend,EAR,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,50.96321869,50.68523026,50.67258835,49.55163956,50.46004105,51.61724854,52.85494995,55.16666031,56.07801056,56.19911957,56.40483093,57.12356949,57.25035858,58.73772812,59.33295822,60.69181061,62.35921097,66.45835114,66.59825134,66.52217102,66.8223877,66.79582214,66.71218109,67.23229218,66.54318237,67.31240845,67.48766327,67.73516846,68.08072662,68.45220184,67.17881775,68.09298706,68.39382935,69.26056671,70.21956635,70.81099701,71.76451111,71.45774078,73.07669067,74.42825317,74.15625,75.19561768,75.23898315,77.71556854,82.55953217,81.78124237,82.30969238,,
East Asia & Pacific,EAS,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07958984,86.25012207,86.9282608,87.6271286,88.256073,88.83727264,89.8981781,90.88069916,88.44525146,85.8554306,83.29779816,80.38643646,83.15426636,85.9701767,88.41896057,88.78868866,88.86878204,86.24459839,82.02403259,77.84713745,89.33786011,91.62548065,93.30233765,,
Europe & Central Asia (excluding high income),ECA,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55065155,95.37785339,94.73739624,95.56363678,95.74138641,95.34596252,95.04266357,95.16332245,95.38671875,96.16285706,96.4251709,96.22824097,96.25225067,96.38465881,96.3867569,96.48399353,95.4212265,94.94252014,97.32524109,96.07099152,95.10417938,95.27880096,94.75788879,93.54947662,95.20823669,95.10127258,,
Europe & Central Asia,ECS,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.72833252,95.11151123,94.89098358,95.02578735,95.46009064,95.09591675,94.73301697,95.33998108,95.37516022,95.8440094,96.00035095,95.95688629,96.13217926,96.23358917,96.08101654,96.07346344,95.450737,95.29315948,96.39098358,95.92562103,95.37651825,95.39388275,95.21521759,94.76132965,95.72270203,95.66310883,,
Ecuador,ECU,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,46.60258865,50.26520157,55.4473381,52.49742126,58.5864296,56.58240891,58.39334869,72.32894135,63.10158157,,,,,,,,62.67831039,,,,,,35.10198975,72.9085083,74.55634308,83.69777679,,73.62796783,74.31822205,73.96396637,75.64385986,71.4482193,71.98872375,75.27866364,74.95227814,79.21362305,,97.26674652,91.20825958,93.37525177,84.03427887,93.84118652,,,,,,
"Egypt, Arab Rep.",EGY,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,81.80039978,87.42468262,,,,,,,,,,,,,,,,,,,,,,,98.80561829,98.77606964,94.77053833,94.28222656,98.26103973,,92.2006073,,,,95.6026001,,,,,,,95.83524323,,
Euro area,EMU,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,91.0129776,90.95626068,91.29781342,91.51178741,91.56481171,91.8837204,92.16007233,92.63742065,92.55519867,92.31894684,92.50608826,93.15866089,92.42463684,93.05812073,93.79342651,94.01304626,92.81150818,92.51200867,93.41988373,94.05130768,94.19763947,94.23079681,94.05953979,94.2665329,94.35442352,94.54737854,94.6678009,94.71600342,94.76280212,94.71884918,94.78382874,94.94413757,95.06990051,95.55583954,95.69352722,95.31993103,95.21701813,94.86251068,94.88304901,94.41784668,95.04000854,94.80368042,94.58627319,94.70282745,94.99729156,95.38658142,95.38722229,,
