Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Colombia,COL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,,,,,,,,,,18.5,,,,,,,,,,14,,,,,11.9,,11.1,
Comoros,COM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,,,,,,,,,,66.3,,,,,,,,,,57.1,,,,,49.8,,47.3,
Cabo Verde,CPV,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,26.5,,,,,,,,,,19.1,,,,,15.2,,13.5,
Costa Rica,CRI,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,9.8,,,,,,,,,,7.8,,,,,7.4,,7.1,
Caribbean small states,CSS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23589546,,,,,,,,,,20.73657002,,,,,,,,,,17.60850076,,,,,15.34753394,,14.446734,
Cuba,CUB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,5.5,,,,,,,,,,4.2,,,,,3.8,,3.6,
Cyprus,CYP,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,5.2,,,,,,,,,,2.7,,,,,2.1,,1.9,
Czech Republic,CZE,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,4,,,,,,,,,,2.4,,,,,2.2,,2.3,
Germany,DEU,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,3.9,,,,,,,,,,3.1,,,,,3,,2.8,
Djibouti,DJI,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,73.9,,,,,,,,,,57.2,,,,,49.6,,46.8,
Dominica,DMA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,12.3,,,,,,,,,,17.3,,,,,26.5,,29.1,
Denmark,DNK,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,4.1,,,,,,,,,,3.1,,,,,3.2,,3.3,
Dominican Republic,DOM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,,,,,,,,,,30,,,,,,,,,,25.6,,,,,23.6,,22.5,
Algeria,DZA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,31.1,,,,,,,,,,22,,,,,20,,19.1,
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.96746012,,,,,,,,,,30.57222022,,,,,,,,,,17.16935503,,,,,13.41492187,,12.31522603,
Early-demographic dividend,EAR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.09645715,,,,,,,,,,55.41842429,,,,,,,,,,38.02732163,,,,,30.66891797,,28.345118,
East Asia & Pacific,EAS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,28.8,,,,,,,,,,16.4,,,,,12.8,,11.8,
Europe & Central Asia (excluding high income),ECA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.80719737,,,,,,,,,,26.97969172,,,,,,,,,,14.90845714,,,,,11.33578927,,10.14680135,
Europe & Central Asia,ECS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,,,,,,,,,,16.1,,,,,,,,,,9.6,,,,,7.6,,6.9,
Ecuador,ECU,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,,,,,,,,,21.1,,,,,,,,,,13.6,,,,,11.4,,10.9,
"Egypt, Arab Rep.",EGY,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,,,,,,,,,,35.2,,,,,,,,,,22.7,,,,,18.7,,17.5,
Euro area,EMU,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.950792902,,,,,,,,,,4.285512483,,,,,,,,,,3.15735575,,,,,2.912937168,,2.818976252,
Eritrea,ERI,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,,,51.2,,,,,,,,,,34.4,,,,,29.6,,28,
Spain,ESP,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,3.9,,,,,,,,,,2.9,,,,,2.5,,2.4,
Estonia,EST,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,7.7,,,,,,,,,,3.2,,,,,2.2,,1.9,
Ethiopia,ETH,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,,,,,,,,77.7,,,,,,,,,,47.7,,,,,38,,35.3,
European Union,EUU,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.647010862,,,,,,,,,,5.290152328,,,,,,,,,,3.680753147,,,,,3.244145332,,3.082300878,
Fragile and conflict affected situations,FCS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1351635,,,,,,,,,,75.48666049,,,,,,,,,,57.60860373,,,,,49.97014851,,47.56083563,
Finland,FIN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,3.2,,,,,,,,,,2.2,,,,,1.8,,1.7,
Fiji,FJI,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,,17.8,,,,,,,,,,18.6,,,,,19,,19.4,
France,FRA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,3.9,,,,,,,,,,3.2,,,,,3.1,,3.1,
"Micronesia, Fed. Sts.",FSM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,,,,,,,,,,37.7,,,,,,,,,,29.1,,,,,25.1,,23.7,
Gabon,GAB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,,,,,,,,,,47.9,,,,,,,,,,37.8,,,,,32.9,,30.9,
United Kingdom,GBR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,4.9,,,,,,,,,,4,,,,,3.4,,3.2,
Georgia,GEO,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,,,,,,,,,,26.9,,,,,,,,,,12.8,,,,,9.4,,8.4,
Ghana,GHA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,58.1,,,,,,,,,,43.9,,,,,34.7,,31.8,
Guinea,GIN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,92.2,,,,,,,,,,63.1,,,,,54.1,,51,
"Gambia, The",GMB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,,,,,,,,,,57,,,,,,,,,,43.6,,,,,38.6,,36.9,
Guinea-Bissau,GNB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6,,,,,,,,,,96.4,,,,,,,,,,64.9,,,,,53.1,,49.7,
Equatorial Guinea,GNQ,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,,,,,,,,,,98.7,,,,,,,,,,73.3,,,,,62.9,,59.2,
Greece,GRC,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,5.1,,,,,,,,,,3,,,,,3.6,,4,
Grenada,GRD,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,,,,,,,,,,12.1,,,,,,,,,,11.7,,,,,13.5,,13.9,
Guatemala,GTM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,36.5,,,,,,,,,,25.9,,,,,21.8,,20.5,
Guyana,GUY,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,,,,,,,,,,32.3,,,,,,,,,,26.6,,,,,23.8,,22.6,
High income,HIC,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,6.5,,,,,,,,,,5,,,,,4.4,,4.2,
Honduras,HND,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,27.2,,,,,,,,,,17.7,,,,,14.8,,13.8,
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6666825,,,,,,,,,,82.41410573,,,,,,,,,,56.92533323,,,,,47.55906646,,44.64990224,
Croatia,HRV,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,6.5,,,,,,,,,,4.3,,,,,3.8,,3.6,
Haiti,HTI,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,,,,,,,,,,67.5,,,,,,,,,,81,,,,,50.5,,48.5,
Hungary,HUN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,7.8,,,,,,,,,,4.7,,,,,4,,3.5,
IBRD only,IBD,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.33204756,,,,,,,,,,42.40974687,,,,,,,,,,26.8538333,,,,,20.9654685,,19.23981451,
IDA & IBRD total,IBT,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.89528262,,,,,,,,,,54.85314553,,,,,,,,,,37.68029473,,,,,31.25223836,,29.3226973,
IDA total,IDA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.53402933,,,,,,,,,,78.69427781,,,,,,,,,,55.9877313,,,,,47.50844678,,44.74997821,
IDA blend,IDB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.58003001,,,,,,,,,,84.58930471,,,,,,,,,,63.41292944,,,,,54.45812083,,51.36313499,
Indonesia,IDN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,,,,,,,,,,36.4,,,,,,,,,,24.1,,,,,20,,18.7,
IDA only,IDX,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00894951,,,,,,,,,,75.88972688,,,,,,,,,,52.24370829,,,,,43.97566083,,41.41075024,
India,IND,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,,66.9,,,,,,,,,,46,,,,,35.5,,32,
Ireland,IRL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,5.4,,,,,,,,,,3.2,,,,,2.8,,2.7,
"Iran, Islamic Rep.",IRN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,,,,,,,27,,,,,,,,,,15.9,,,,,13,,12.1,
Iraq,IRQ,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,32.7,,,,,,,,,,27.3,,,,,24.1,,22.8,
Iceland,ISL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,2.9,,,,,,,,,,1.8,,,,,1.6,,1.5,
Israel,ISR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,5.2,,,,,,,,,,3.4,,,,,2.8,,2.7,
Italy,ITA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,4.4,,,,,,,,,,3.1,,,,,2.7,,2.6,
Jamaica,JAM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,,,,,,16.6,,,,,,,,,,14,,,,,12.2,,11.5,
Jordan,JOR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,,,22.1,,,,,,,,,,16.9,,,,,14.6,,13.8,
